stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
00000620,1061,"Steeles Ave E at Hartford Trail",,  43.673000, -79.725318,,,0,,,1
00000670,1064,"Steeles Ave E btwn Tomken Rd & Dixie Rd",,  43.692357, -79.704090,,,0,,,1
00000680,1065,"Steeles Ave w/of Dixie Rd",,  43.694267, -79.701943,,,0,,,1
00000700,1067,"Steeles Ave E at Advance Blvd",,  43.698744, -79.696521,,,0,,,1
00000730,1070,"Steeles Ave E at Melanie Dr (W)",,  43.710072, -79.684310,,,0,,,1
00000740,1071,"Steeles Ave E at Melanie Dr (E)",,  43.712018, -79.682116,,,0,,,1
00000760,1073,"Steeles Ave opp Pearson Convention Centre",,  43.721796, -79.671021,,,0,,,1
00000780,1075,"Steeles Ave E opp Parkhurst Sq",,  43.726459, -79.665664,,,0,,,1
00000790,1076,"Steeles Ave E at 3389 Steeles Ave E",,  43.730908, -79.660502,,,0,,,1
00000800,1077,"Steeles Ave E at Goreway Dr",,  43.732727, -79.658420,,,0,,,1
00000810,1078,"Goreway Dr s/of Steeles Ave E",,  43.732258, -79.657241,,,0,,,0
00000830,1082,"Kenview Blvd e/of Goreway Dr",,  43.730828, -79.653569,,,0,,,0
00000840,1083,"Kenview Blvd at 5 Kenview Blvd",,  43.732225, -79.652079,,,0,,,0
00000850,1084,"Kenview Blvd at 11 Kenview Blvd",,  43.734576, -79.651319,,,0,,,0
00000900,1085,"Kenview Blvd e/of Castleview Dr (19 Kenview Blvd)",,  43.736900, -79.650600,,,0,,,0
00000910,1086,"Kenview Blvd at Parkshore Dr",,  43.738431, -79.645311,,,0,,,1
00000920,1087,"Finch Ave n/of Kenview Blvd",,  43.740512, -79.644078,,,0,,,0
00000930,1088,"Finch Ave s/of Steeles Ave",,  43.742650, -79.646979,,,0,,,1
00000940,1090,"Albion Rd s/of Steeles Ave",,  43.749300, -79.638861,,,0,,,1
00000941,3724,"Steeles Ave w/of Hwy 50",,  43.749510, -79.639531,,,0,,,1
00000942,8075,"Steeles Ave w/of Alcide St",,  43.751105, -79.634970,,,0,,,0
00000943,8076,"Steeles Ave w/of Signal Hill Ave",,  43.752864, -79.625318,,,0,,,0
00000944,8077,"Signal Hill Ave n/of Steinway Blvd",,  43.750762, -79.624097,,,0,,,0
00000945,8078,"Steinway Blvd n/of Albion Rd",,  43.748725, -79.628429,,,0,,,0
00000946,8086,"Steinway Blvd w/of Signal Hill Ave",,  43.750248, -79.625537,,,0,,,0
00000950,8000,"Albion Rd w/of Claireport Cres (W)",,  43.747400, -79.635698,,,0,,,0
00000960,8001,"Albion Rd w/of Claireport Cres (E)",,  43.747577, -79.632698,,,0,,,0
00000970,8002,"Albion Rd at Steinway Blvd",,  43.748005, -79.629141,,,0,,,0
00000980,8003,"Humberline Dr n/of Claireville Dr (N)",,  43.746027, -79.622141,,,0,,,1
00001090,6000,"Longo Circle - Zum Steeles Stop",,  43.733379, -79.633303,,,0,,,1
00001100,6001,"Finch Ave n/of Longo Circle",,  43.735845, -79.637104,,,0,,,1
00001110,1099,"Kenview Blvd w/of Finch Ave",,  43.739552, -79.644298,,,0,,,1
00001115,3670,"Kenview Blvd w/of Parkshore Dr",,  43.738496, -79.645548,,,0,,,1
00001120,1100,"Kenview Blvd at 26 Kenview Blvd",,  43.738123, -79.648884,,,0,,,1
00001130,1101,"Kenview Blvd at 14 Kenview Blvd",,  43.735587, -79.651223,,,0,,,1
00001140,1102,"Kenview Blvd at Paget Rd",,  43.734285, -79.651626,,,0,,,1
00001150,1103,"Kenview Blvd at Goreway Dr",,  43.730642, -79.654162,,,0,,,1
00001170,1105,"Goreway Dr at Steeles Ave E",,  43.732859, -79.657418,,,0,,,1
00001180,1106,"Steeles Ave E at Parkhurst Sq",,  43.727176, -79.665411,,,0,,,1
00001230,1111,"Steeles Ave E w/of Melanie Dr (E)",,  43.711750, -79.682953,,,0,,,1
00001235,1112,"Steeles Ave E w/of Melanie Dr (W)",,  43.710007, -79.684932,,,0,,,1
00001260,1115,"Steeles Ave w/of Advance Blvd",,  43.698202, -79.697824,,,0,,,1
00001280,1117,"Steeles Ave E btwn Dixie Rd & West Dr",,  43.692759, -79.704133,,,0,,,1
00001315,1121,"Steeles Ave E e/of Resolution Dr",,  43.678405, -79.719987,,,0,,,1
00001320,1122,"Steeles Ave e/of Kennedy Rd",,  43.676125, -79.722478,,,0,,,1
00001340,1124,"Steeles Ave E at Orchard Dr",,  43.673526, -79.725254,,,0,,,1
00001345,1125,"Fletchers Creek Blvd at Gold Hill Rd",,  43.689387, -79.801253,,,0,,,1
00001350,1126,"Steeles Ave E at 152 Steeles Ave",,  43.670919, -79.728094,,,0,,,1
00001360,1127,"Steeles Ave e/of Main St",,  43.667065, -79.732365,,,0,,,1
00001430,1130,"Steeles Ave W at Tait Blvd",,  43.653912, -79.746827,,,0,,,1
00001440,1131,"Steeles Ave W at Beaconsfield walkway",,  43.649108, -79.752183,,,0,,,1
00001450,1132,"Steeles Ave W at Chinguacousy Rd",,  43.647359, -79.754150,,,0,,,1
00001460,1133,"Steeles Ave W w/of James Potter Dr",,  43.643963, -79.757787,,,0,,,1
00001465,1134,"Steeles Ave W at Polonia Ave",,  43.642083, -79.759987,,,0,,,1
00001470,1135,"Steeles Ave at Churchville Rd",,  43.640358, -79.761767,,,0,,,1
00001490,1137,"Steeles Ave W e/of Financial Dr",,  43.633746, -79.769172,,,0,,,1
00001500,1138,"Financial - Zum Steeles Station Stop WB",,  43.631767, -79.771344,,,0,,,1
00001508,3690,"Mississauga Road - Zum Steeles Station Stop WB",,  43.626831, -79.776880,,,0,,,1
00001510,1139,"Mississauga Rd s/of Steeles Ave",,  43.626788, -79.775535,,,0,,,1
00001520,1140,"Mississauga Rd n/of Edgeware Rd",,  43.623434, -79.771047,,,0,,,1
00001530,1141,"Hereford St w/of Mississauga Rd",,  43.620547, -79.768579,,,0,,,1
00001540,1142,"Hereford St s/of Ironbridge Rd",,  43.618516, -79.767462,,,0,,,1
00001550,1143,"Hereford St w/of President's Choice Cir (Loblaws)",,  43.617118, -79.768241,,,0,,,1
00001560,1144,"Hereford St btwn President's Choice Cir & Edgeware",,  43.615558, -79.771769,,,0,,,1
00001570,1145,"Hereford St n/of Edgeware Rd",,  43.619017, -79.776526,,,0,,,1
00001575,3622,"Hereford St btwn Edgeware Rd & Steeles Ave",,  43.620511, -79.778551,,,0,,,0
00001640,1148,"Kensington Rd e/of Central Park Dr",,  43.720217, -79.719842,,,0,,,1
00001650,1149,"Kensington Rd at Kingscross Rd",,  43.721160, -79.718790,,,0,,,1
00001660,1150,"Kensington Rd opp Bramalea Medical Centre",,  43.722037, -79.717277,,,0,,,1
00001670,1151,"Kensington Rd at Bramalea Rd",,  43.722824, -79.715934,,,0,,,1
00001680,1152,"Bramalea Rd at Knightsbridge Rd - Rte 12 ONLY",,  43.721791, -79.714060,,,0,,,1
00001720,1153,"Finchgate Blvd at Feston Place",,  43.726267, -79.709158,,,0,,,1
00001730,1154,"Finchgate Blvd at Queen St E",,  43.727544, -79.712249,,,0,,,1
00001740,1155,"Glenvale Blvd s/of Gatwick Lane",,  43.729168, -79.714538,,,0,,,1
00001750,1156,"Glenvale Blvd n/of Greenmount Rd",,  43.730592, -79.715682,,,0,,,1
00001760,1157,"Glenvale Blvd at Geraldine Crt",,  43.732950, -79.716623,,,0,,,1
00001770,1158,"Central Park Dr btwn Glenvale Blvd and Graham Crt",,  43.733973, -79.718300,,,0,,,1
00001780,1159,"Grenoble Blvd n/of Central Park Dr",,  43.733251, -79.720908,,,0,,,1
00001790,1160,"Grenoble Blvd at Glencastle Square",,  43.734688, -79.721558,,,0,,,1
00001800,1161,"Grenoble Blvd at Gladstone Square",,  43.736173, -79.721539,,,0,,,1
00001810,1162,"Grenoble Blvd at Greenbriar Rd",,  43.737422, -79.722803,,,0,,,1
00001815,1163,"Grenoble Blvd at Williams Pky E",,  43.738502, -79.724933,,,0,,,1
00001840,1165,"Jordan Blvd at Joshua Crt",,  43.742081, -79.728894,,,0,,,1
00001850,1166,"Jordan Blvd at Jameson Cres",,  43.743762, -79.730125,,,0,,,1
00001860,1167,"Jordan Blvd at North Park Dr",,  43.744451, -79.731592,,,0,,,1
00001870,1168,"North Park Dr at Jayfield Rd",,  43.746387, -79.729903,,,0,,,1
00001880,1169,"North Park Dr opp Panda Lane",,  43.748289, -79.727588,,,0,,,1
00001890,1170,"Torbram Rd at Blue Diamond Dr",,  43.751976, -79.730465,,,0,,,1
00001910,1172,"Torbram Rd n/of Bovaird Dr E",,  43.755108, -79.734617,,,0,,,1
00001920,1173,"Torbram Rd s/of Peter Robertson Blvd",,  43.756344, -79.736365,,,0,,,1
00001930,1174,"Torbram Rd n/of Peter Robertson Blvd",,  43.758859, -79.739807,,,0,,,1
00001935,1175,"Torbram Rd btwn Peter Robertson Blvd & Steeplebush",,  43.760476, -79.741966,,,0,,,1
00001940,1176,"Torbram Rd at Eagleridge Rd",,  43.761420, -79.743165,,,0,,,1
00001945,1177,"Torbram Rd btwn Eagleridge Dr & Sandalwood Pky E",,  43.763159, -79.745545,,,0,,,1
00002005,1181,"Mountainberry Rd at Mount Ranier Cres",,  43.761116, -79.729791,,,0,,,0
00002010,1182,"Mountainberry Rd w/of Mount Rainer Cres (W)",,  43.761667, -79.727030,,,0,,,1
00002020,1183,"Mountainberry Rd e/of Mount Rainer Cres (E)",,  43.763403, -79.725754,,,0,,,1
00002030,1184,"Mountainberry Rd at Snow Leopard Crt (S)",,  43.764776, -79.726992,,,0,,,0
00002040,1185,"Mountainberry Rd n/of Black Hills Crt",,  43.766260, -79.728590,,,0,,,1
00002050,1186,"Mountainberry Rd w/of Snow Leopard Crt (N)",,  43.766051, -79.731343,,,0,,,1
00002060,1187,"Mountainberry Rd at Cougar Crt",,  43.764887, -79.732910,,,0,,,1
00002070,1188,"Mountainash Rd at Mountainberry Rd",,  43.764283, -79.734604,,,0,,,1
00002110,1192,"Bovaird Dr E w/of Mountainash Rd",,  43.757695, -79.730659,,,0,,,1
00002120,1193,"Torbram Rd at Bovaird Dr E",,  43.754990, -79.734972,,,0,,,1
00002125,1194,"Torbram Rd s/of Bovaird Dr E",,  43.753672, -79.733189,,,0,,,1
00002130,1195,"Torbram Rd at Prospect Gate",,  43.752113, -79.731090,,,0,,,1
00002140,1196,"Torbram Rd at North Park Dr",,  43.749453, -79.727497,,,0,,,1
00002150,1197,"North Park Dr at Panda Lane",,  43.748349, -79.727831,,,0,,,1
00002160,1198,"North Park Dr at Provincial Place",,  43.746818, -79.729722,,,0,,,1
00002165,1199,"North Park Dr btwn Provincial Pl & Jamieson Cres",,  43.745504, -79.731306,,,0,,,1
00002170,1200,"Jordan Blvd at North Park Dr",,  43.744323, -79.731737,,,0,,,1
00002180,1201,"Jordan Blvd at Joyce Gate",,  43.742980, -79.729590,,,0,,,1
00002190,1202,"Jordan Blvd at Jefferson Rd",,  43.740184, -79.727563,,,0,,,1
00002210,1204,"Grenoble Blvd at Glenforest Rd",,  43.737453, -79.723225,,,0,,,1
00002220,1205,"Grenoble Blvd at Grasspoint Square",,  43.735689, -79.721710,,,0,,,1
00002230,1206,"Grenoble Blvd n/of Central park Dr",,  43.733640, -79.721452,,,0,,,1
00002240,1207,"Central Park Dr e/of Greenarrow Crt",,  43.733560, -79.718835,,,0,,,1
00002250,1208,"Glenvale Blvd s/of Geraldine Crt",,  43.732319, -79.716713,,,0,,,1
00002260,1209,"Glenvale Blvd at Goldcrest Rd",,  43.730373, -79.715764,,,0,,,1
00002270,1210,"Glenvale Blvd at Gatwick Rd",,  43.729264, -79.714876,,,0,,,0
00002280,1211,"Finchgate Blvd s/of Queen St E",,  43.727643, -79.712759,,,0,,,1
00002290,1212,"Finchgate Blvd n/of Clark Blvd",,  43.726047, -79.708940,,,0,,,1
00002350,1214,"Kensington Rd w/of Bramalea Rd",,  43.722391, -79.716940,,,0,,,1
00002360,1215,"Kensington Rd at Kingscross Rd",,  43.721741, -79.718392,,,0,,,1
00002370,1216,"Kensington Rd at Central Park Dr",,  43.720630, -79.719729,,,0,,,1
00002430,1220,"Bramalea Rd n/of Steeles Ave E",,  43.705553, -79.691834,,,0,,,1
00002450,1222,"Bramalea Rd at East Dr",,  43.706748, -79.693537,,,0,,,1
00002460,1223,"Bramalea Rd n/of East Dr",,  43.707983, -79.695182,,,0,,,1
00002470,1224,"Avondale Blvd at Autumn Blvd",,  43.708570, -79.697173,,,0,,,1
00002475,1225,"Avondale Blvd at Avondale Plaza",,  43.707183, -79.698752,,,0,,,1
00002490,1226,"Avondale Blvd at Aloma Cres (E)",,  43.706378, -79.700401,,,0,,,0
00002500,1227,"Avondale Blvd w/of Aloma Cres (W)",,  43.704543, -79.701700,,,0,,,0
00002510,1228,"Avondale Blvd w/of Athlone Ave (S)",,  43.704276, -79.703224,,,0,,,0
00002540,1230,"Dixie Rd s/of Clark Blvd",,  43.710095, -79.722081,,,0,,,1
00002550,1231,"Dixie Rd at Terese Rd",,  43.708166, -79.719470,,,0,,,1
00002560,1232,"Balmoral Dr e/of Dixie Rd",,  43.706570, -79.715128,,,0,,,1
00002570,1233,"Balmoral Dr at Braemar Dr",,  43.707841, -79.714173,,,0,,,1
00002580,1234,"Balmoral Dr at Brookland Dr",,  43.709092, -79.712638,,,0,,,1
00002590,1235,"Avondale Blvd s/of Balmoral Dr",,  43.709881, -79.710584,,,0,,,1
00002600,1236,"Avondale Blvd at Brentwood Dr",,  43.707065, -79.709094,,,0,,,1
00002610,1237,"Avondale Blvd at Birchbank Rd",,  43.704562, -79.706009,,,0,,,1
00002620,1238,"Avondale Blvd at 135 Avondale Blvd",,  43.704011, -79.703916,,,0,,,0
00002630,1239,"Avondale Blvd opp Aloma Cres (W)",,  43.704967, -79.701073,,,0,,,0
00002640,1240,"Avondale Blvd at Victoria Park Arena",,  43.706604, -79.699660,,,0,,,1
00002650,1241,"Avondale Blvd btwn Birchbank Rd & Athlone Ave",,  43.704712, -79.705973,,,0,,,0
00002660,1242,"Avondale Blvd at Addington Cres",,  43.706530, -79.708219,,,0,,,1
00002670,1243,"Avondale Blvd at Balmoral Dr",,  43.710161, -79.710717,,,0,,,1
00002680,1245,"Balmoral Dr at Brookland Dr",,  43.709477, -79.712381,,,0,,,1
00002690,1246,"Balmoral Dr e/of Braemar Dr",,  43.708383, -79.713925,,,0,,,1
00002700,1247,"Balmoral Dr at Dixie Rd",,  43.706145, -79.715847,,,0,,,1
00002710,1248,"Dixie Rd opp Terese Rd",,  43.708141, -79.718870,,,0,,,1
00002720,1249,"Dixie Rd s/of Clark Blvd",,  43.710581, -79.722202,,,0,,,1
00002735,3771,"Gore Meadows CC - Route 50/50A SB Stop",,  43.793680, -79.695590,,,0,place_GOMD,,1
00002740,1251,"Avondale Blvd at Bramalea Rd",,  43.708691, -79.696745,,,0,,,0
00002750,1252,"Bramalea Rd s/of East Dr",,  43.707138, -79.694391,,,0,,,1
00002760,1253,"Bramalea Rd at Orenda Rd",,  43.706051, -79.692944,,,0,,,1
00002816,6157,"Westwood Mall Terminal Route 14 Stop",,  43.721469, -79.640330,,,0,place_WMAL,,1
00002817,6158,"Westwood Mall Terminal Route 30 Stop",,  43.721320, -79.640491,,,0,place_WMAL,,1
00002820,6004,"Goreway Dr s/of Morning Star Dr",,  43.720024, -79.640691,,,0,,,1
00002830,6005,"Goreway Dr at Jolliffe Ave",,  43.719089, -79.639347,,,0,,,1
00002840,6006,"Goreway Dr at Etude Dr",,  43.717121, -79.636623,,,0,,,1
00002850,6007,"Goreway Dr n/of Dorcas St",,  43.715072, -79.633902,,,0,,,1
00002855,6008,"Goreway Dr n/of Derry Rd",,  43.713678, -79.632084,,,0,,,1
00002870,6009,"Derry Rd at Legion Rd",,  43.709716, -79.636270,,,0,,,1
00002880,6010,"Derry Rd e/of Hull St (opp Malton GO Station)",,  43.706855, -79.639487,,,0,,,1
00002890,6012,"Derry Rd w/of Airport Rd",,  43.703163, -79.643269,,,0,,,1
00002900,6013,"Derry Rd e/of Harrow St",,  43.701460, -79.645442,,,0,,,1
00002910,6014,"Derry Rd at Cattrick St",,  43.699833, -79.647307,,,0,,,1
00002920,6015,"Torbram Rd n/of Derry Rd",,  43.694806, -79.653062,,,0,,,1
00002925,6016,"Derry Rd w/of Torbram Rd",,  43.693863, -79.653725,,,0,,,1
00002930,6017,"Torbram Rd n/of Lucknow Dr",,  43.696298, -79.655126,,,0,,,0
00002940,6018,"Torbram Rd n/of Anson Dr",,  43.698146, -79.657592,,,0,,,0
00002950,6019,"Torbram Rd at Drew Rd",,  43.699272, -79.659168,,,0,,,1
00002960,6020,"Torbram Rd at Kimbel St",,  43.701779, -79.662549,,,0,,,0
00002980,6022,"Torbram Rd at Rena Rd",,  43.705765, -79.667950,,,0,,,1
00002995,1277,"Torbram Rd at 7795 Torbram (Peel Waste Facility)",,  43.709727, -79.673247,,,0,,,1
00003000,1278,"Torbram Rd at Steeles Ave E",,  43.713879, -79.678776,,,0,,,1
00003010,1279,"Torbram Rd n/of Steeles Ave E",,  43.714993, -79.680245,,,0,,,1
00003020,1280,"Torbram Rd at Walker Dr",,  43.716940, -79.683297,,,0,,,1
00003030,1281,"Torbram Rd n/of Bramhurst Ave",,  43.720205, -79.687800,,,0,,,0
00003040,1282,"Torbram Rd opp 8458 Torbram Rd",,  43.722591, -79.691030,,,0,,,1
00003050,1283,"Torbram Rd at 8555 Torbram Rd",,  43.725125, -79.694382,,,0,,,1
00003055,1284,"Torbram Rd at Clark Blvd",,  43.727244, -79.697243,,,0,,,1
00003070,1285,"Torbram Rd at 8705 Torbram Rd",,  43.729824, -79.700778,,,0,,,0
00003075,1286,"Torbram Rd at 8875 Torbram Rd",,  43.731071, -79.702472,,,0,,,0
00003080,1288,"Torbram Rd at Queen St E",,  43.733682, -79.705922,,,0,,,1
00003100,1290,"Torbram Rd at Corporation Dr",,  43.738309, -79.712208,,,0,,,1
00003110,1291,"Torbram Rd opp Gatewood Dr",,  43.742195, -79.717404,,,0,,,1
00003120,1292,"Torbram Rd at Williams Pky E",,  43.743779, -79.719436,,,0,,,1
00003130,1293,"Torbram Rd opp Jardine St",,  43.746993, -79.723785,,,0,,,0
00003140,1294,"Torbram Rd n/of North Park Dr",,  43.749464, -79.727116,,,0,,,1
00003355,1296,"Torbram Rd btwn Sandalwood Pky E and Steeplebush",,  43.763298, -79.746204,,,0,,,1
00003360,1297,"Torbram Rd at Steeplebush Ave",,  43.761682, -79.744018,,,0,,,1
00003370,1298,"Torbram Rd btwn Steeplebush Ave & Peter Robertson",,  43.758676, -79.739913,,,0,,,1
00003380,1299,"Torbram Rd at Peter Robertson Blvd",,  43.757071, -79.737752,,,0,,,1
00003430,1301,"Torbram Rd at Jardine St",,  43.746902, -79.724070,,,0,,,1
00003440,1302,"Torbram Rd at Williams Pky E",,  43.744332, -79.720627,,,0,,,1
00003450,1303,"Torbram Rd at Gatewood Dr",,  43.742173, -79.717765,,,0,,,1
00003460,1304,"Torbram Rd at Central Park Dr",,  43.738788, -79.713256,,,0,,,1
00003470,1305,"Torbram Rd at Grenadier Rd",,  43.736407, -79.710100,,,0,,,1
00003475,1306,"Torbram Rd at Grenadier Rd",,  43.736167, -79.709342,,,0,,,1
00003480,1307,"Torbram Rd s/of Queen St E",,  43.733533, -79.706197,,,0,,,1
00003500,1308,"Torbram Rd at 8875 Torbram Rd",,  43.731353, -79.703207,,,0,,,0
00003510,1309,"Torbram Rd opp 8705 Torbram Rd",,  43.729547, -79.700736,,,0,,,0
00003520,1310,"Torbram Rd at Clark Blvd",,  43.727539, -79.698067,,,0,,,1
00003530,1311,"Torbram Rd at 8500 Torbram Rd",,  43.724678, -79.694166,,,0,,,0
00003540,1312,"Torbram Rd at 8460 Torbram Rd",,  43.722111, -79.690732,,,0,,,1
00003550,1313,"Torbram Rd s/of Balmoral Dr",,  43.719366, -79.687039,,,0,,,1
00003560,1314,"Torbram Rd at East Dr",,  43.717184, -79.684099,,,0,,,1
00003570,1315,"Torbram Rd at Steeles Ave E",,  43.714762, -79.680551,,,0,,,1
00003580,1316,"Torbram Rd s/of Steeles Ave E",,  43.713558, -79.678840,,,0,,,1
00003590,1317,"7795 Torbram Rd at Waste Management",,  43.710209, -79.674344,,,0,,,1
00003600,6025,"Torbram Rd at Rena Rd",,  43.705471, -79.667990,,,0,,,1
00003620,6027,"Torbram Rd n/of Kimbel St",,  43.701796, -79.663119,,,0,,,1
00003630,6028,"Torbram Rd at Drew Rd",,  43.699268, -79.659577,,,0,,,0
00003640,6029,"Torbram Rd at Anson Dr",,  43.697658, -79.657454,,,0,,,0
00003650,6030,"Torbram Rd at Lucknow Dr",,  43.696020, -79.655195,,,0,,,0
00003660,6031,"Torbram Rd n/of Derry Rd",,  43.695105, -79.654066,,,0,,,0
00003670,6032,"Derry Rd at Cattrick St",,  43.699374, -79.647239,,,0,,,0
00003680,6033,"Derry Rd at Airport Rd",,  43.702607, -79.643456,,,0,,,1
00003690,6034,"Derry Rd e/of Hull St (Malton GO Station)",,  43.706449, -79.639447,,,0,,,1
00003700,6035,"Derry Rd at Professional Court",,  43.709427, -79.636239,,,0,,,0
00003710,6037,"Goreway Dr n/of Derry Rd",,  43.714232, -79.632195,,,0,,,1
00003720,6038,"Goreway Dr at Dorcas St",,  43.715148, -79.633503,,,0,,,1
00003730,6039,"Goreway Dr at Etude Dr",,  43.717124, -79.636164,,,0,,,1
00003740,6040,"Goreway Dr at Jolliffe Ave",,  43.719148, -79.638998,,,0,,,1
00003760,1335,"Advance Blvd at Steeles Ave E",,  43.698093, -79.696638,,,0,,,1
00003810,1336,"Bramalea Rd n/of Dearbourne Blvd",,  43.709281, -79.696904,,,0,,,1
00003820,1337,"Bramalea Rd opp Alexandria Gate",,  43.711182, -79.699470,,,0,,,0
00003830,1338,"Bramalea Rd opp Algonquin Blvd",,  43.713566, -79.702660,,,0,,,0
00003840,1339,"Bramalea Rd at Balmoral Dr",,  43.715354, -79.705022,,,0,,,1
